Book Id,Title,Author,Author l-f,Additional Authors,ISBN,ISBN13,My Rating,Average Rating,Publisher,Binding,Number of Pages,Year Published,Original Publication Year,Date Read,Date Added,Bookshelves,Bookshelves with positions,Exclusive Shelf,My Review,Spoiler,Private Notes,Read Count,Recommended For,Recommended By,Owned Copies,Original Purchase Date,Original Purchase Location,Condition,Condition Description,BCID
62530,"Thud! (Discworld, #34; City Watch #7)",Terry Pratchett,"Pratchett, Terry",,0552152676,9780552152679,0,4.3,Corgi,Paperback,439,2006,2006,,8/3/15,"to-read, owned","to-read (#39), owned (#95)",to-read,,,,0,,,0,,,,,
15719,Marvel 1602,Neil Gaiman,"Gaiman, Neil","Andy Kubert, Richard Isanove, Peter Sanderson",0785123113,9780785123118,4,3.93,Marvel,Paperback,248,2006,2003,7/30/15,6/8/15,owned,owned (#94),read,,,,1,,,0,,,,,
8179975,The Tale of Squirrel Nutkin (The World of Beatrix Potter: Peter Rabbit),Beatrix Potter,"Potter, Beatrix",,,,4,4.02,,Kindle Edition,,,1903,7/6/15,7/6/15,owned,owned (#93),read,,,,1,,,0,,,,,
19351043,Nimona,Noelle Stevenson,"Stevenson, Noelle",,,,5,4.18,Harper Collins,Kindle Edition,272,2015,2015,6/21/15,5/23/15,owned,owned (#91),read,,,,1,,,0,,,,,
20706309,The Secret Life of Squirrels,Nancy     Rose,"Rose, Nancy",,0316370274,9780316370271,5,3.96,"Little, Brown Books for Young Readers",Hardcover,32,2014,2014,6/18/15,6/18/15,owned,owned (#92),read,,,,1,,,0,,,,,
34519,"Wings (Bromeliad Trilogy, #3)",Terry Pratchett,"Pratchett, Terry",,0060094958,9780060094959,0,3.95,HarperCollins,Paperback,215,2004,1990,,5/31/15,to-read,to-read (#38),to-read,,,,0,,,0,,,,,
989030,"Diggers (Bromeliad Trilogy, #2)",Terry Pratchett,"Pratchett, Terry",,0552525863,9780552525862,0,3.86,Corgi,Paperback,173,1991,1990,,5/31/15,to-read,to-read (#37),to-read,,,,0,,,0,,,,,
34542,"Truckers (Bromeliad Trilogy, #1)",Terry Pratchett,"Pratchett, Terry",,0060094966,9780060094966,0,3.9,HarperCollins,Paperback,261,2004,1989,,5/31/15,to-read,to-read (#36),to-read,,,,0,,,0,,,,,
22522808,Trigger Warning: Short Fictions and Disturbances,Neil Gaiman,"Gaiman, Neil",,0062330268,9780062330260,5,3.92,William Morrow,Hardcover,310,2015,2015,5/22/15,4/9/15,,,read,,,,1,,,0,,,,,
6332451,The Last Will of Moira Leahy,Therese Walsh,"Walsh, Therese",,0307461572,9780307461575,4,3.75,Crown,Hardcover,304,2009,2007,,10/6/11,,,read,,,,1,,,0,,,,,
23093367,"Saga, Vol. 4 (Saga, #4)",Brian K. Vaughan,"Vaughan, Brian K.",Fiona Staples,1632150778,9781632150776,5,4.46,Image Comics,Paperback,152,2014,2014,4/16/15,4/15/15,owned,owned (#90),read,,,,1,,,0,,,,,
9833,"Blind Willow, Sleeping Woman",Haruki Murakami,"Murakami, Haruki","Philip Gabriel, Jay Rubin",1400044618,9781400044610,4,3.83,Alfred A. Knopf,Hardcover,333,2006,2006,4/9/15,3/23/15,,,read,,,,1,,,0,,,,,
19358975,"Saga, Vol. 3 (Saga, #3)",Brian K. Vaughan,"Vaughan, Brian K.",Fiona Staples,1607069318,9781607069317,5,4.55,Image Comics,Paperback,144,2014,2014,4/1/15,3/30/15,,,read,,,,1,,,0,,,,,
17131869,"Saga, Vol. 2 (Saga, #2)",Brian K. Vaughan,"Vaughan, Brian K.",Fiona Staples,1607066920,9781607066927,5,4.56,Image Comics,Paperback,160,2013,2013,3/30/15,3/30/15,,,read,,,,1,,,0,,,,,
15704307,"Saga, Vol. 1 (Saga, #1)",Brian K. Vaughan,"Vaughan, Brian K.",Fiona Staples,1607066017,9781607066019,5,4.23,Image Comics,Paperback,176,2012,2012,3/30/15,3/29/15,,,read,,,,1,,,0,,,,,
43035,White Fang,Jack London,"London, Jack",,0439236193,9780439236195,0,3.95,Scholastic Paperbacks,Paperback,252,2001,1905,,3/28/15,to-read,to-read (#35),to-read,,,,0,,,0,,,,,
6307034,The Sandman: The Dream Hunters,Neil Gaiman,"Gaiman, Neil",P. Craig Russell,1401224245,9781401224240,5,4.46,Vertigo,Hardcover,144,2009,2008,3/23/15,3/18/15,,,read,,,,1,,,0,,,,,
9969571,"Ready Player One (Ready Player One, #1)",Ernest Cline,"Cline, Ernest",,030788743X,9780307887436,5,4.29,Crown Publishers,Hardcover,374,2011,2011,3/22/15,3/11/15,,,read,,,,1,,,0,,,,,
100933,"That Hideous Strength (Space Trilogy, #3)",C.S. Lewis,"Lewis, C.S.",,0007157177,9780007157174,0,3.87,HarperCollins Publishers,Paperback,534,2005,1945,,8/20/13,"to-read, owned","to-read (#34), owned (#89)",to-read,,,,0,,,0,,,,,
25350,"Out of the Silent Planet (Space Trilogy, #1)",C.S. Lewis,"Lewis, C.S.",,0007157150,9780007157150,4,3.93,HarperCollins,Paperback,224,2005,1938,,8/7/13,owned,owned (#87),read,,,,1,,,0,,,,,
386372,"Mort (Death, #1; Discworld, #4)",Terry Pratchett,"Pratchett, Terry",,0061020680,9780061020681,4,4.23,Harpertorch,Mass Market Paperback,243,2001,1987,3/17/15,3/12/15,owned,owned (#85),read,,,,1,,,0,,,,,
49628,Cloud Atlas,David Mitchell,"Mitchell, David",,0375507256,9780375507250,5,4.02,Random House,Paperback,509,2004,2004,3/11/15,11/8/12,owned,owned (#84),read,,,,1,,,0,,,,,
23128304,The Strange Library,Haruki Murakami,"Murakami, Haruki","Ted Goossen, Chip Kidd",0385354304,9780385354301,4,3.55,Knopf,Paperback,96,2014,2005,2/15/15,2/15/15,,,read,,,,1,,,0,,,,,
34541,Carpe Jugulum (Discworld #23; Witches #6),Terry Pratchett,"Pratchett, Terry",,0061051586,9780061051586,4,4.14,Harper Voyager,Hardcover,296,1999,1998,1/14/15,11/4/14,,,read,,,,1,,,0,,,,,
16788,Fragile Things: Short Fictions and Wonders,Neil Gaiman,"Gaiman, Neil",,0060515228,9780060515225,4,4.01,William Morrow,Hardcover,360,2006,2006,10/31/14,9/5/14,,,read,,,,1,,,0,,,,,
19288239,Colorless Tsukuru Tazaki and His Years of Pilgrimage,Haruki Murakami,"Murakami, Haruki",Philip Gabriel,0385352107,9780385352109,4,3.83,Knopf Publishing Group,Hardcover,386,2014,2013,9/2/14,8/22/14,owned,owned (#83),read,,,,1,,,0,,,,,
64222,"Going Postal (Discworld, #33; Moist von Lipwig, #1)",Terry Pratchett,"Pratchett, Terry",,0060502932,9780060502935,4,4.37,HarperTorch,Mass Market Paperback,394,2005,2004,8/22/14,8/11/14,,,read,,,,1,,,0,,,,,
34511,"Monstrous Regiment (Discworld, #31; Industrial Revolution, #3)",Terry Pratchett,"Pratchett, Terry",,,,4,4.2,,Paperback,496,2003,2003,7/29/14,7/11/14,,,read,,,,1,,,0,,,,,
256566,Everything Is Illuminated,Jonathan Safran Foer,"Foer, Jonathan Safran",,0060529709,9780060529703,4,3.9,Harper Perennial,Paperback,276,2003,2002,6/10/14,10/6/11,owned,owned (#82),read,,,,1,,,0,,,,,
1,"Harry Potter and the Half-Blood Prince (Harry Potter, #6)",J.K. Rowling,"Rowling, J.K.",Mary GrandPrÃ©,0439785960,9780439785969,5,4.55,Scholastic Inc.,Paperback,652,2006,2005,,10/6/11,owned,owned (#37),read,,,,1,,,0,,,,,
24583,The Adventures of Tom Sawyer,Mark Twain,"Twain, Mark","Guy Cardwell, John Seelye",0143039563,9780143039563,0,3.9,Penguin Classics,Paperback,244,2006,1876,,11/29/11,,,read,,,,1,,,0,,,,,
2767793,"The Hero of Ages (Mistborn, #3)",Brandon Sanderson,"Sanderson, Brandon",,0765316897,9780765316899,5,4.47,Tor Books,Hardcover,572,2008,2008,3/23/14,3/16/14,,,read,,,,1,,,0,,,,,
68429,"The Well of Ascension (Mistborn, #2)",Brandon Sanderson,"Sanderson, Brandon",,0765316889,9780765316882,5,4.36,Tor Books,Hardcover,590,2007,2007,3/19/14,3/16/14,,,read,,,,1,,,0,,,,,
68520,"The Winter King: A Novel of Arthur (The Warlord Chronicles, #1)",Bernard Cornwell,"Cornwell, Bernard",,0312156960,9780312156961,5,4.27,St. Martin's Griffin,Paperback,433,1997,1995,3/8/14,1/8/14,owned,owned (#81),read,,,,1,,,0,,,,,
25105,"Brief Lives (The Sandman, #7)",Neil Gaiman,"Gaiman, Neil","Jill Thompson, Vince Locke, Peter Straub",1563891379,9781563891373,5,4.54,Vertigo,Hardcover,256,1999,1994,3/12/13,2/19/13,owned,owned (#75),read,,,,1,,,0,,,,,
68428,"The Final Empire (Mistborn, #1)",Brandon Sanderson,"Sanderson, Brandon",,076531178X,9780765311788,5,4.44,Tor Books,Hardcover,541,2006,2006,2/2/14,1/26/14,,,read,,,,1,,,0,,,,,
14497,"Neverwhere (London Below, #1)",Neil Gaiman,"Gaiman, Neil",,0060557818,9780060557812,5,4.17,William Morrow Paperbacks,Paperback,370,2003,1996,1/8/14,11/6/13,owned,owned (#80),read,,,,1,,,0,,,,,
53817,What's So Amazing About Grace?,Philip Yancey,"Yancey, Philip",,0310245656,9780310245650,4,4.16,Zondervan,Paperback,304,2002,1997,,8/7/13,,,read,,,,1,,,0,,,,,
13521,"Son of a Witch (The Wicked Years, #2)",Gregory Maguire,"Maguire, Gregory","Douglas Smith, Jelena BojiÄ‡",0060747226,9780060747220,3,3.46,William Morrow Paperbacks,Paperback,352,2006,2004,,8/7/13,,,read,,,,1,,,0,,,,,
15783514,The Ocean at the End of the Lane,Neil Gaiman,"Gaiman, Neil",,0062255657,9780062255655,5,3.99,William Morrow Books,Hardcover,181,2013,2013,6/25/13,6/19/13,owned,owned (#79),read,,,,1,,,0,,,,,
2970434,Swallow Me Whole,Nate Powell,"Powell, Nate",,1603090339,9781603090339,4,3.65,Top Shelf Productions,Hardcover,216,2008,2008,,5/31/13,,,read,,,,1,,,0,,,,,
37442,"Wicked: The Life and Times of the Wicked Witch of the West (The Wicked Years, #1)",Gregory Maguire,"Maguire, Gregory",Douglas Smith,0060987103,9780060987107,4,3.52,William Morrow Paperbacks,Paperback,406,2000,1995,5/4/13,10/10/11,,,read,,,,1,,,0,,,,,
25104,"The Wake (The Sandman, #10)",Neil Gaiman,"Gaiman, Neil","Michael Zulli, Jon J. Muth, Charles Vess, Mikal Gilmore",1563892871,9781563892875,5,4.52,Vertigo,Hardcover,191,1999,1996,4/13/13,3/24/13,owned,owned (#78),read,,,,1,,,0,,,,,
71252,"The Kindly Ones (The Sandman, #9)",Neil Gaiman,"Gaiman, Neil","Marc Hempel, Richard Case, D'Israeli, Teddy Kristiansen, Glyn Dillon, Charles Vess, Dean Ormston, Kevin Nowlan, Todd Klein, Frank McConnell",1563892049,9781563892042,5,4.59,Vertigo,Hardcover,352,1999,1996,4/11/13,3/24/13,owned,owned (#77),read,,,,1,,,0,,,,,
25103,"World's End (The Sandman, #8)",Neil Gaiman,"Gaiman, Neil","Mike Allred, Gary Amaro, Mark Buckingham, David Giordano, Tony Harris, Steve Leialoha, Vince Locke, Shea Anton Pensa, Alec Stevens, Bryan Talbot, John Watkiss, Todd Klein, Michael Zulli, Stephen King",1563891700,9781563891700,5,4.47,Vertigo,Hardcover,168,1999,1995,4/5/13,3/24/13,owned,owned (#76),read,,,,1,,,0,,,,,
17803,After Dark,Haruki Murakami,"Murakami, Haruki",Jay Rubin,0307265838,9780307265838,4,3.69,Knopf Publishing Group,Hardcover,191,2007,2004,3/24/13,9/5/12,owned,owned (#71),read,,,,1,,,0,,,,,
25106,"Fables & Reflections (The Sandman, #6)",Neil Gaiman,"Gaiman, Neil","Bryan Talbot, Stan Woch, P. Craig Russell, Shawn McManus, John Watkiss, Jill Thompson, Duncan Eagleson, Kent Williams, Todd Klein",1563891069,9781563891069,5,4.45,DC Comics,Hardcover,263,1999,1990,3/8/13,2/19/13,owned,owned (#74),read,,,,1,,,0,,,,,
25102,"A Game of You (The Sandman, #5)",Neil Gaiman,"Gaiman, Neil","Shawn McManus, Colleen Doran, Bryan Talbot, George Pratt, Stan Woch, Dick Giordano, Todd Klein",1563890933,9781563890932,5,4.43,Vertigo,Hardcover,192,1999,1993,2/25/13,2/19/13,owned,owned (#73),read,,,,1,,,0,,,,,
13228097,"Fables, Vol. 17: Inherit the Wind",Bill Willingham,"Willingham, Bill","Mark Buckingham, Joao Ruas, Steve Leialoha, Andrew Pepoy, P. Craig Russell, Adam Hughes",1401235166,9781401235161,4,4.03,Vertigo,Paperback,144,2012,2012,,2/24/13,,,read,,,,1,,,0,,,,,
25101,"Season of Mists (The Sandman, #4)",Neil Gaiman,"Gaiman, Neil","Matt Wagner, George Pratt, Dick Giordano, Kelley Jones, P. Craig Russell, Mike Dringenberg, Malcolm Jones III, Todd Klein, Harlan Ellison",1563890356,9781563890352,5,4.54,Vertigo,Hardcover,217,1999,1990,2/23/13,2/19/13,owned,owned (#72),read,,,,1,,,0,,,,,
14201,Jonathan Strange & Mr Norrell,Susanna Clarke,"Clarke, Susanna",,0765356155,9780765356154,0,3.81,Tor Books,Paperback,1006,2006,2004,,6/4/12,"owned, to-finish","owned (#58), to-finish (#9)",to-finish,,,,0,,,0,,,,,
8177203,"Dream Country (The Sandman, #3)",Neil Gaiman,"Gaiman, Neil","Kelley Jones, Malcolm Jones III, Colleen Doran, Charles Vess, Steve Erickson",1401229352,9781401229351,4,4.25,Vertigo,Paperback,160,2010,1991,2/19/13,1/5/13,owned,owned (#65),read,,,,1,,,0,,,,,
17799,"South of the Border, West of the Sun",Haruki Murakami,"Murakami, Haruki",Philip Gabriel,0099448572,9780099448570,4,3.86,Vintage,Paperback,190,2006,1992,2/19/13,9/5/12,owned,owned (#70),read,,,,1,,,0,,,,,
30069,"The Walking Dead, Vol. 3: Safety Behind Bars",Robert Kirkman,"Kirkman, Robert","Charlie Adlard, Cliff Rathburn",1582404879,9781582404875,4,4.31,Image Comics,Paperback,136,2005,2005,2/13/13,2/6/13,owned,owned (#69),read,,,,1,,,0,,,,,
138396,"The Walking Dead, Vol. 2: Miles Behind Us",Robert Kirkman,"Kirkman, Robert","Charlie Adlard, Cliff Rathburn",1582404135,9781582404134,4,4.24,Image Comics,Paperback,136,2004,2004,,2/6/13,owned,owned (#68),read,,,,1,,,0,,,,,
138398,"The Walking Dead, Vol. 1: Days Gone Bye",Robert Kirkman,"Kirkman, Robert","Tony Moore, Frank Darabont",1582406723,9781582406725,3,4.28,Image Comics,Paperback,144,2013,2004,,2/6/13,owned,owned (#67),read,,,,1,,,0,,,,,
2744,Anansi Boys,Neil Gaiman,"Gaiman, Neil",,0060515198,9780060515195,4,4.01,HarperCollins HarperTorch,Mass Market Paperback,387,2006,2005,1/29/13,6/4/12,owned,owned (#59),read,,,,1,,,0,,,,,
10974311,"Fables, Vol. 16: Super Team",Bill Willingham,"Willingham, Bill","Mark Buckingham, Eric Shanower, Terry Moore",1401233066,9781401233068,3,3.83,Vertigo,Paperback,160,2011,2011,1/24/13,1/12/13,,,read,,,,1,,,0,,,,,
25179,Blankets,Craig Thompson,"Thompson, Craig",,1891830430,9781891830433,4,4.06,Top Shelf Productions,Paperback,592,2003,2003,,1/12/13,owned,owned (#66),read,,,,1,,,0,,,,,
8601702,"Fables, Vol. 15: Rose Red",Bill Willingham,"Willingham, Bill","Mark Buckingham, Steve Leialoha, IÃ±aki Miranda, Andrew Pepoy, Dan Green",1401230008,9781401230005,4,4.24,Vertigo,Paperback,256,2011,2011,,3/13/12,,,read,,,,1,,,0,,,,,
7880221,"Fables, Vol. 14: Witches",Bill Willingham,"Willingham, Bill","Jim Fern, Andrew Pepoy, Craig Hamilton, Mark Buckingham, Steve Leialoha, David Lapham",1401228801,9781401228804,4,4.16,Vertigo,Paperback,192,2010,2010,1/3/13,3/13/12,owned,owned (#64),read,,,,1,,,0,,,,,
7247463,The Doll's House (The Sandman #2),Neil Gaiman,"Gaiman, Neil","Mike Dringenberg, Malcolm Jones III, Chris Bachalo, Michael Zulli, Steve Parkhouse, Clive Barker",1401227996,9781401227999,5,4.44,Vertigo,Paperback,232,2012,1990,12/1/12,11/20/12,owned,owned (#63),read,,,,1,,,0,,,,,
297673,The Brief Wondrous Life of Oscar Wao,Junot DÃ_az,"DÃ_az, Junot",,1594489580,9781594489587,4,3.9,Riverhead Books,Hardcover,335,2007,2007,11/19/12,10/31/12,owned,owned (#61),read,,,,1,,,0,,,,,
23754,"Preludes & Nocturnes (The Sandman, #1)",Neil Gaiman,"Gaiman, Neil","Sam Kieth, Mike Dringenberg, Malcolm Jones III, Todd Klein, Karen  Berger",1563892278,9781563892271,5,4.27,Vertigo,Hardcover,233,1998,1989,11/4/12,10/10/11,owned,owned (#57),read,,,,1,,,0,,,,,
4987,Jailbird,Kurt Vonnegut,"Vonnegut, Kurt",,0385333900,9780385333900,0,3.81,Dial Press Trade Paperback,Paperback,310,1999,1979,,10/31/12,"to-read, owned","to-read (#33), owned (#62)",to-read,,,,0,,,0,,,,,
889878,The Holy Bible: English Standard Version,Anonymous,"Anonymous, Anonymous",,1581343167,9781581343168,5,4.66,Good News - Crossway Books,Hardcover,1328,2001,2001,,10/12/11,"read-some, owned, favorites","read-some (#4), owned (#53), favorites (#25)",read-some,,,,0,,,0,,,,,
17800,"Dance Dance Dance (The Rat, #4)",Haruki Murakami,"Murakami, Haruki",,0099448769,9780099448761,4,4.04,Vintage,Paperback,393,2002,1988,,9/10/12,owned,owned (#60),read,,,,1,,,0,,,,,
6503780,"Fables, Vol. 13: The Great Fables Crossover",Bill Willingham,"Willingham, Bill","Matthew Sturges, Russ Braun, JosÃ© MarzÃ¡n Jr., Mark Buckingham, Andrew Pepoy",1401225721,9781401225728,3,3.44,Vertigo,Paperback,224,2010,2010,9/5/12,3/13/12,,,read,,,,1,,,0,,,,,
5973711,"Fables, Vol. 12: The Dark Ages",Bill Willingham,"Willingham, Bill","Mark Buckingham, Peter Gross, Andrew Pepoy, Mike Allred, David Hahn",1401223168,9781401223168,4,4.23,Vertigo,Paperback,173,2009,2009,,3/13/12,,,read,,,,1,,,0,,,,,
3392123,"Fables, Vol. 11: War and Pieces",Bill Willingham,"Willingham, Bill","Mark Buckingham, Steve Leialoha, Niko Henrichon, Andrew Pepoy",1401219136,9781401219130,4,4.26,Vertigo,Paperback,192,2008,2008,,3/13/12,,,read,,,,1,,,0,,,,,
2147714,"Fables, Vol. 10: The Good Prince",Bill Willingham,"Willingham, Bill","Mark Buckingham, Steve Leialoha, Aaron Alexovich, Andrew Pepoy",1401216862,9781401216863,4,4.36,Vertigo,Paperback,238,2008,2008,8/23/12,3/13/12,,,read,,,,1,,,0,,,,,
21327,"Fables, Vol. 7: Arabian Nights [and Days] (Fables, #7)",Bill Willingham,"Willingham, Bill","Mark Buckingham, Steve Leialoha, Jim Fern, Jimmy Palmiotti, Andrew Pepoy",1401210007,9781401210007,4,4.1,Vertigo,Paperback,143,2006,2006,,3/13/12,,,read,,,,1,,,0,,,,,
11298,"A Wild Sheep Chase (The Rat, #3)",Haruki Murakami,"Murakami, Haruki",Alfred Birnbaum,037571894X,9780375718946,4,3.94,Vintage,Paperback,353,2002,1982,7/1/12,6/23/12,,,read,,,,1,,,0,,,,,
158988,"Fables, Vol. 9: Sons of Empire",Bill Willingham,"Willingham, Bill","Mark Buckingham, Steve Leialoha, Gene Ha, Andrew Pepoy, Joshua Middleton, Mike Allred, IÃ±aki Miranda, M.K. Perker, Jim Rugg, JoÃ«lle Jones, D'Israeli, Jill Thompson, David Lapham, John K. Snyder III, Eric Shanower, Barry Kitson",1401213162,9781401213169,4,4.22,Vertigo,Paperback,200,2007,2007,,3/13/12,,,read,,,,1,,,0,,,,,
21324,"Fables, Vol. 8: Wolves",Bill Willingham,"Willingham, Bill","Mark Buckingham, Steve Leialoha, Shawn McManus, Andrew Pepoy",1401210015,9781401210014,4,4.28,Vertigo,Paperback,160,2006,2006,,3/13/12,,,read,,,,1,,,0,,,,,
21328,"Fables, Vol. 6: Homelands",Bill Willingham,"Willingham, Bill","David Hahn, Mark Buckingham, Lan Medina, Steve Leialoha",1401205003,9781401205003,5,4.29,Vertigo,Paperback,190,2006,2006,6/5/12,3/13/12,,,read,,,,1,,,0,,,,,
21330,"Fables, Vol. 5: The Mean Seasons",Bill Willingham,"Willingham, Bill","Mark Buckingham, Steve Leialoha, Tony Akins, Jimmy Palmiotti",1401204864,9781401204860,5,4.19,Vertigo,Paperback,166,2005,2005,,3/13/12,,,read,,,,1,,,0,,,,,
1999475,A Million Miles in a Thousand Years: What I Learned While Editing My Life,Donald Miller,"Miller, Donald",,0785213066,9780785213062,4,4.18,Thomas Nelson,Hardcover,255,2009,2009,6/4/12,10/6/11,,,read,,,,1,,,0,,,,,
485894,The Metamorphosis,Franz Kafka,"Kafka, Franz",Stanley Corngold,0553213695,9780553213690,4,3.8,Bantam Classics,Paperback,201,1972,1915,,5/14/12,,,read,,,,1,,,0,,,,,
4929,Kafka on the Shore,Haruki Murakami,"Murakami, Haruki",Philip Gabriel,1400079276,9781400079278,5,4.13,Vintage International,Paperback,480,2006,2002,,11/3/11,,,read,,,,1,,,0,,,,,
4407,"American Gods (American Gods, #1)",Neil Gaiman,"Gaiman, Neil",,0747263744,9780747263746,5,4.11,Headline Review,Paperback,635,2005,2001,5/14/12,10/6/11,,,read,,,,1,,,0,,,,,
899492,The Tell-Tale Heart,Edgar Allan Poe,"Poe, Edgar Allan",Bill D. Fountain,0871917726,9780871917720,5,4.22,Creative Education,Hardcover,31,1980,1843,,10/6/11,,,read,,,,1,,,0,,,,,
228665,"The Eye of the World (Wheel of Time, #1)",Robert Jordan,"Jordan, Robert",,0812511816,9780812511819,0,4.18,Tor Books,Mass Market Paperback,814,1990,1990,,3/13/12,to-read,to-read (#30),to-read,,,,0,,,0,,,,,
21325,"Fables, Vol. 4: March of the Wooden Soldiers",Bill Willingham,"Willingham, Bill","Mark Buckingham, Craig Hamilton, Steve Leialoha, P. Craig Russell",1401202225,9781401202224,5,4.29,Vertigo,Paperback,231,2004,2004,,3/13/12,,,read,,,,1,,,0,,,,,
21329,"Fables, Vol. 3: Storybook Love",Bill Willingham,"Willingham, Bill","Bryan Talbot, Lan Medina, Mark Buckingham, Linda Medley, Steve Leialoha, James Jean",140120256X,9781401202569,5,4.13,Vertigo,Paperback,190,2004,2004,,3/13/12,,,read,,,,1,,,0,,,,,
10357575,1Q84,Haruki Murakami,"Murakami, Haruki","Jay Rubin, Philip Gabriel",0307593312,9780307593313,5,3.9,Knopf,Hardcover,925,2011,2009,2/29/12,11/3/11,owned,owned (#56),read,,,,1,,,0,,,,,
167010,"Fables, Volume 2: Animal Farm",Bill Willingham,"Willingham, Bill","Mark Buckingham, Steve Leialoha, James Jean",140120077X,9781401200770,5,4.11,Vertigo,Paperback,128,2003,2003,,1/31/12,,,read,,,,1,,,0,,,,,
21326,"Fables, Vol. 1: Legends in Exile",Bill Willingham,"Willingham, Bill","Lan Medina, Steve Leialoha, Craig Hamilton, James Jean",1563899426,9781563899423,5,3.98,Vertigo,Paperback,128,2002,2003,,10/6/11,owned,owned (#10),read,,,,1,,,0,,,,,
4214,Life of Pi,Yann Martel,"Martel, Yann",,0770430074,9780770430078,5,3.89,Seal Books,Paperback,460,2006,2001,1/18/12,10/6/11,owned,owned (#1),read,,,,1,,,0,,,,,
10664113,"A Dance with Dragons (A Song of Ice and Fire, #5)",George R.R. Martin,"Martin, George R.R.",,,,5,4.32,Bantam,Kindle Edition,1125,2011,2011,,10/6/11,,,read,,,,1,,,0,,,,,
7260188,"Mockingjay (The Hunger Games, #3)",Suzanne Collins,"Collins, Suzanne",,0439023513,9780439023511,5,4.03,Scholastic Press,Hardcover,392,2010,2010,,11/29/11,,,read,,,,1,,,0,,,,,
2666,The Bonfire of the Vanities,Tom Wolfe,"Wolfe, Tom",,0553381342,9780553381344,4,3.83,Dial Press Trade Paperback,Paperback,690,2001,1987,,12/29/11,,,read,,,,1,,,0,,,,,
6148028,"Catching Fire (The Hunger Games, #2)",Suzanne Collins,"Collins, Suzanne",,0439023491,9780439023498,5,4.29,Scholastic Press,Hardcover,391,2009,2009,,11/29/11,,,read,,,,1,,,0,,,,,
2767052,"The Hunger Games (The Hunger Games, #1)",Suzanne Collins,"Collins, Suzanne",,0439023483,9780439023481,5,4.33,Scholastic Press,Hardcover,374,2008,2008,12/2/11,10/15/11,,,read,,,,1,,,0,,,,,
12220,A Streetcar Named Desire,Tennessee Williams,"Williams, Tennessee",,0822210894,9780822210894,0,3.98,Dramatists Play Service,Paperback,107,1952,1947,,11/29/11,to-read,to-read (#29),to-read,,,,0,,,0,,,,,
23878,Chronicle of a Death Foretold,Gabriel GarcÃ_a MÃ¡rquez,"MÃ¡rquez, Gabriel GarcÃ_a",Gregory Rabassa,140003471X,9781400034710,0,3.96,Vintage,Paperback,120,2003,1981,,11/29/11,,,read,,,,1,,,0,,,,,
24280,Les MisÃ©rables,Victor Hugo,"Hugo, Victor","Lee Fahnestock, Norman MacAfee",0451525264,9780451525260,0,4.15,Signet Classics,Mass Market Paperback,1463,1987,1862,,11/29/11,to-read,to-read (#28),to-read,,,,0,,,0,,,,,
231804,The Outsiders,S.E. Hinton,"Hinton, S.E.",,,,0,4.07,Puffin Books,Mass Market Paperback,192,1988,1967,,11/29/11,to-read,to-read (#27),to-read,,,,0,,,0,,,,,
7126,The Count of Monte Cristo,Alexandre Dumas,"Dumas, Alexandre",Robin Buss,0140449264,9780140449266,0,4.23,Penguin Classics,Paperback,1276,2003,1844,,11/29/11,to-read,to-read (#26),to-read,,,,0,,,0,,,,,
46167,A Farewell to Arms,Ernest Hemingway,"Hemingway, Ernest",,0684801469,9780684801469,0,3.79,Scribner,Paperback,332,1995,1929,,11/29/11,,,read,,,,1,,,0,,,,,
7728,"Antigone (The Theban Plays, #3)",Sophocles,"Sophocles, Sophocles",J.E. Thomas,1580493882,9781580493888,0,3.61,Ingram,Paperback,80,2005,-441,,11/29/11,,,read,,,,1,,,0,,,,,
1934,"Little Women (Little Women, #1)",Louisa May Alcott,"Alcott, Louisa May",,0451529308,9780451529305,0,4.05,Signet Classics,Paperback,449,2004,1868,,11/29/11,,,read,,,,1,,,0,,,,,
3327418,Adventures of Huckleberry Finn,Mark Twain,"Twain, Mark",Emory Elliott,0199536554,9780199536559,0,3.81,Oxford University Press,Paperback,284,2008,1884,,11/29/11,,,read,,,,1,,,0,,,,,
2998,The Secret Garden,Frances Hodgson Burnett,"Burnett, Frances Hodgson",,0517189607,9780517189603,0,4.12,Children's Classics,Hardcover,331,1998,1911,,11/29/11,,,read,,,,1,,,0,,,,,
18135,Romeo and Juliet,William Shakespeare,"Shakespeare, William","Barbara A. Mowat, Paul Werstine",0743477111,9780743477116,0,3.74,Washington Square Press,Mass Market Paperback,283,2004,1597,,11/29/11,,,read,,,,1,,,0,,,,,
2839,Bridge to Terabithia,Katherine Paterson,"Paterson, Katherine",,0439366771,9780439366779,0,3.98,Trumpet Club Special Edition,Paperback,128,1996,1977,,11/29/11,,,read,,,,1,,,0,,,,,
772852,The Cross and the Switchblade,David Wilkerson,"Wilkerson, David","John Sherrill, Elizabeth Sherrill",0515090255,9780515090253,0,4.22,Jove,Paperback,176,1986,1963,,11/29/11,,,read,,,,1,,,0,,,,,
4406,East of Eden,John Steinbeck,"Steinbeck, John",,0142000655,9780142000656,0,4.36,Penguin Books,Paperback,601,2002,1952,,11/29/11,to-read,to-read (#25),to-read,,,,0,,,0,,,,,
4671,The Great Gatsby,F. Scott Fitzgerald,"Fitzgerald, F. Scott",,0743273567,9780743273565,0,3.9,Scribner,Paperback,180,2004,1925,,11/29/11,to-read,to-read (#24),to-read,,,,0,,,0,,,,,
